콘텐츠ID,콘텐츠분류,제목,언어,타이틀SEO,연관콘텐츠,지번주소,도로명주소,위도,경도,탐나오연동여부,평점,소셜네트워크URL,조회수,외부검색어,좋아요수,리뷰수,북마크수,일정등록수,다녀왔어요수,PC사용여부,모바일사용여부,공개여부,작성상태,사용여부,작성상태_1,영문PC사용여부,중문PC사용여부,일문PC사용여부,영문작성상태,중문작성상태,일문작성상태,영문공개여부,중문공개여부,일문공개여부,영문모바일사용여부,중문모바일사용여부,일문모바일사용여부,영문승인일시,중문승인일시,일문승인일시,등록자,등록일시,수정자,수정일시,SNS공유수,인기점수,등록일시_1,우편번호,템플릿여부,번역요청일시,영문번역요청일시,중문번역요청일시,일문번역요청일시,페이지SEO자동여부,영문페이지SEO자동여부,중문페이지SEO자동여부,일문페이지SEO자동여부,사진공유수,번체PC사용여부,말레이어PC사용여부,번체작성상태,말레이어작성상태,번체공개여부,말레이어공개여부,번체모바일사용여부,말어모바일사용여부,번체승인일시,말레이어승인일시,번체번역요청일시,말레이어번역요청일시,번체SEO자동여부,말레이어SEO자동여부
CNTS_000000000020812,음식점,밀리우,국문,밀리우,,제주특별자치도 서귀포시 표선면 표선리 40-69,제주특별자치도 서귀포시 표선면 민속해안로 537,33.32345,126.84478,y,,,2248,,0,0,1,0,0,y,y,y,y,y,2019-10-14,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-01,anonymous,2022-03-21,0,4496,,63629,n,2016-12-01,2016-12-01,2016-12-01,2016-12-01,y,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000020815,음식점,픽스커피,국문,픽스커피,,제주특별자치도 제주시 아라2동 3009-1,제주특별자치도 제주시 신설로11길 2,33.476097,126.5543,y,4,,994,,0,1,3,0,0,y,y,y,y,y,2018-12-17,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-01,anonymous,2022-03-22,0,1993,,63229,n,2016-12-01,2016-12-01,2016-12-01,2016-12-01,n,n,n,n,1,,,,,,,,,,,,,,
CNTS_200000000012326,숙박,해녀신춘자할망 민박,국문,해녀신춘자할망 민박,,제주 서귀포시 성산읍 오조로92,제주 서귀포시 성산읍 오조로92,,,y,0,,982,,2,0,0,0,0,y,y,y,y,y,2021-11-29,,,,m,m,m,,,,,,,,,,eukomai,2021-11-19,eukomai,2022-03-22,3,1970,,,n,2021-11-19,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CONT_000000000501151,음식점,일도 국수,국문,일도 국수,,제주특별자치도 제주시 일도이동 1045-7,제주특별자치도 제주시 삼성로 49,33.5072272,126.5306595,y,5,,1401,,0,2,5,0,0,y,y,y,y,y,2018-06-12,y,y,y,y,y,y,y,y,y,y,y,y,,,,anonymous,2016-05-30,anonymous,2022-03-22,0,2812,8972907,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,n,n,n,1,y,,y,,y,,y,,,,2019-02-25,,n,
CONT_000000000501329,음식점,올레수산회센터,국문,올레수산회센터,,제주도 서귀포시 서귀동 275-5번지,제주도 서귀포시 중정로 61번길 12,33.24885,126.56308,y,5,,4831,,1,4,54,0,0,y,y,y,y,y,,y,y,y,y,y,y,y,y,y,y,y,y,,,,anonymous,2016-05-30,anonymous,2022-03-22,2,9685,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,n,n,n,n,3,y,,y,,y,,y,,,,2019-02-25,,n,
CONT_000000000500963,숙박,안뜨르 펜션,국문,안뜨르 펜션,,제주특별자치도 제주시 이호일동 363-4,제주특별자치도 제주시 서해안로 72 (이호일동),33.503006,126.45776,y,,,1064,,0,0,0,0,0,y,y,y,m,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-05-30,anonymous,2022-02-14,0,2128,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,n,n,n,n,,y,,m,,y,,y,,,,2019-02-25,,n,
CNTS_200000000012450,테마여행,제주인의 삶과 역사가 녹아든 ‘제주 전통음식 탐방’,국문,제주인의 삶과 역사가 녹아든 ‘제주 전통음식 탐방’,,,,,,y,0,,0,,0,0,0,0,0,y,y,n,w,y,,,,,m,m,m,,,,,,,,,,eukomai,2021-12-08,eukomai,2022-02-14,0,,,,n,2021-12-08,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_000000000020012,관광지,탑동해변공연장,국문,탑동해변공연장,,제주특별자치도 제주시 삼도이동 1262,제주특별자치도 제주시 중앙로 2,33.518116,126.5241853,y,5,,7879,,2,3,13,0,1,y,y,y,y,y,2019-08-06,y,y,y,y,y,y,y,y,y,y,y,y,2019-08-06,2019-08-06,2019-08-06,anonymous,2016-11-01,anonymous,2022-03-22,21,15779,,,n,2016-11-01,2016-11-01,2016-11-01,2016-11-01,y,y,y,y,7,y,,y,,y,,y,,2019-08-06,,2019-08-06,,y,
CNTS_000000000020017,음식점,마마롱(애월),국문,마마롱(애월),,애월읍 광령리 1011-7,제주시 애월읍 평화로 2783,33.452377,126.43934,y,5,,3048,,0,7,28,0,0,y,y,y,y,y,2018-12-10,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-11-01,anonymous,2022-03-22,0,6131,,63587,n,2016-11-01,2016-11-01,2016-11-01,2016-11-01,n,n,n,n,12,,,,,,,,,,,,,,
CONT_000000000500577,관광지,제주하늘을날다(패러글라이딩),국문,제주하늘을날다(패러글라이딩),,제주특별자치도 제주시 도남동 78,제주특별자치도 제주시 도남로17길 32 영산홍아파트 가동,33.4910557,126.5317204,y,4,,50719,,14,4,268,0,0,y,y,y,y,y,2019-08-06,y,y,y,y,y,y,y,y,y,y,y,y,2019-08-06,2019-08-06,2019-12-19,anonymous,2016-05-30,anonymous,2022-03-22,87,101500,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,7,y,,y,,y,,y,,2019-08-06,,2019-08-06,,y,
CNTS_000000000021333,테마여행,"맛과 멋, 밤과 빛이 있는 <서귀포 원도심 여행>",국문,"맛과 멋, 밤과 빛이 있는 <서귀포 원도심 여행>",,제주특별자치도 서귀포시 서귀동 277-1,제주특별자치도 서귀포시 중앙로62번길 18,33.25017,126.563675,y,,,21412,,1,0,10,0,0,y,y,y,y,y,2019-05-28,y,y,y,y,m,y,y,y,y,y,y,y,,,,anonymous,2016-12-25,anonymous,2022-03-22,0,42827,,63591,n,2016-12-25,2016-12-25,2016-12-25,2016-12-25,n,n,n,n,,,,,,,,,,,,,,,
CONT_000000000500457,관광지,오설록티뮤지엄,국문,오설록티뮤지엄,,제주특별자치도 서귀포시 안덕면 서광리 1235-1,제주특별자치도 서귀포시 안덕면 신화역사로 15,33.3063942,126.2905203,y,5,,101225,,72,309,1899,0,10,y,y,y,y,y,2019-08-06,y,y,y,y,y,y,y,y,y,y,y,y,2019-08-06,2019-08-06,2019-08-06,anonymous,2016-05-30,anonymous,2022-03-22,57,204211,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,461,y,y,y,y,y,y,y,y,2019-08-06,2019-08-06,2019-08-06,2019-08-06,y,y
CNTS_000000000022114,숙박,하랑 게스트하우스,국문,하랑 게스트하우스,,제주특별자치도 서귀포시 대정읍 일과리 116,제주특별자치도 서귀포시 대정읍 일과로13번길 1,33.2328,126.2437,y,5,,2622,,0,1,3,0,0,y,y,y,y,y,2019-06-21,y,y,y,y,y,y,y,y,y,y,y,y,,,,anonymous,2017-07-10,anonymous,2022-03-22,0,5249,8673277,63506,n,2017-07-10,2017-07-10,2017-07-10,2017-07-10,n,n,n,n,4,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000022123,음식점,제리스펍,국문,제리스펍,,"제주특별자치도 서귀포시 서귀동 716-5 , 2층",제주특별자치도 서귀포시 솔동산로 20,33.243195,126.56381,y,,,2750,,1,0,3,0,0,y,y,y,y,y,,y,y,y,y,y,y,y,y,y,y,y,y,,,,anonymous,2017-07-11,anonymous,2022-03-21,3,5503,,63596,n,2017-07-11,2017-07-11,2017-07-11,2017-07-11,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CONT_000000000500971,숙박,에덴호스텔,국문,에덴호스텔,,제주특별자치도 제주시 용담삼동 2382,제주특별자치도 제주시 서해안로 456-12,33.5184357,126.4893095,y,5,,1086,,0,1,0,0,1,y,y,n,y,y,2019-06-21,y,y,y,y,y,y,n,n,n,y,y,y,,,,anonymous,2016-05-30,anonymous,2022-03-22,0,2177,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,n,n,n,,y,,y,,n,,y,,,,2019-02-25,,n,
CONT_000000000501337,음식점,이게밥도둑,국문,이게밥도둑,,제주특별자치도 제주시 연동 291-58,제주특별자치도 제주시 삼무로7길 23,33.491617,126.4936071,y,,http://blog.naver.com/yoosh0227,3247,,2,0,28,0,0,y,y,y,y,y,2019-11-08,y,y,y,y,y,y,y,y,y,y,y,y,2019-11-08,2019-11-08,2019-11-08,anonymous,2016-05-30,anonymous,2022-03-20,2,6500,8966661,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-11-08,,2019-11-08,,y,
CONT_000000000501345,음식점,장춘육당,국문,장춘육당,,제주특별자치도 제주시 연동 신대로 10길 36 장춘식당,제주특별자치도 제주시 연동 신대로 10길 36 장춘식당,33.49116,126.49341,y,,,4060,,1,0,23,0,0,y,y,y,y,y,2018-11-29,y,y,y,y,y,y,y,y,y,y,y,y,2018-11-29,2018-11-29,2018-11-29,anonymous,2016-05-30,anonymous,2022-03-18,2,8123,4032185,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CONT_000000000500318,관광지,서귀포 궁도장(천지정),국문,서귀포 궁도장(천지정),,제주특별자치도 서귀포시 강정동 1475,제주특별자치도 서귀포시 중산간서로 97-40,33.2592301,126.4980473,y,,,6283,,1,0,14,0,0,y,y,y,y,y,2019-08-06,y,y,y,y,y,y,y,y,y,y,y,y,2019-08-06,2019-08-06,2019-08-06,anonymous,2016-05-30,anonymous,2022-03-21,5,12569,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-08-06,,2019-08-06,,y,
CONT_000000000500578,관광지,제주항공우주박물관,국문,제주항공우주박물관,,제주특별자치도 서귀포시 안덕면 서광리 산 39 항공우주박물관,제주특별자치도 서귀포시 안덕면 녹차분재로 218 항곡우주박물관,33.30413,126.299675,y,5,jamblog.co.kr,36367,,8,21,328,0,0,y,y,y,y,y,2020-02-24,y,y,y,y,y,y,y,y,y,y,y,y,2019-11-05,2019-11-05,2019-11-05,anonymous,2016-05-30,anonymous,2022-03-22,18,72863,,63521,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,44,y,,y,,y,,y,,2019-11-05,,2019-11-05,,y,
CONT_000000000500581,관광지,제주향교,국문,제주향교,,제주특별자치도 제주시 용담일동 298-8,제주특별자치도 제주시 서문로 43,33.511157,126.5160507,y,5,,5511,,0,1,21,0,0,y,y,y,y,y,2019-08-06,y,y,y,y,y,y,y,y,y,y,y,y,2019-08-06,2019-08-06,2019-08-06,anonymous,2016-05-30,anonymous,2022-03-22,1,11027,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,3,y,,y,,y,,y,,2019-08-06,,2019-08-06,,y,
CONT_000000000500361,관광지,세화해변,국문,세화해변,,제주특별자치도 제주시 구좌읍 세화리 1-1,제주특별자치도 제주시 구좌읍 해녀박물관길 27,33.5253049,126.861276,y,5,,63870,,29,183,924,0,3,y,y,y,y,y,2019-08-06,y,y,y,y,y,y,y,y,y,y,y,y,2019-08-06,2019-08-06,2019-08-06,anonymous,2016-05-30,anonymous,2022-03-22,37,128742,6352845,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,296,y,y,y,y,y,y,y,y,2019-08-06,2019-08-06,2019-08-06,2019-08-06,y,y
CNTS_000000000020577,숙박,꽃하루방게스트하우스,국문,꽃하루방게스트하우스,,제주특별자치도 서귀포시 성산읍 온평리 1110-3,제주특별자치도 서귀포시 성산읍 온평포구로62번길 24,33.400314,126.90295,y,3,,4714,,2,4,3,0,0,y,y,y,y,y,2019-06-26,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-11-23,anonymous,2022-03-22,1,9454,,63633,n,2016-11-23,2016-11-23,2016-11-23,2016-11-23,y,n,n,n,5,,,,,,,,,,,,,,
CNTS_000000000020574,숙박,일레인호텔,국문,일레인호텔,,제주특별자치도 서귀포시 회수동 659,제주특별자치도 서귀포시 일주서로 660,33.254627,126.43923,y,4,,2454,,0,3,6,0,0,y,y,y,y,y,2019-06-26,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-11-23,anonymous,2022-03-22,7,4923,7074542,63540,n,2016-11-23,2016-11-23,2016-11-23,2016-11-23,n,n,n,n,2,,,,,,,,,,,,,,
CONT_000000000500810,숙박,나무이야기 하우스,국문,나무이야기 하우스,,제주특별자치도 서귀포시 표선면 세화리 200-1,제주특별자치도 서귀포시 표선면 민속해안로 32,33.3255768,126.7999334,y,,cafe.naver.com/treestory12,1084,,0,0,0,0,0,y,y,y,y,y,2019-07-19,y,y,y,y,y,y,y,y,y,y,y,y,2019-07-19,2019-07-19,2019-07-19,anonymous,2016-05-30,anonymous,2022-03-17,0,2168,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-07-19,,2019-07-19,,y,
CONT_000000000500646,관광지,큰사슴이오름,국문,큰사슴이오름,,제주특별자치도 서귀포시 표선면 중산간동로,제주특별자치도 서귀포시 표선면 중산간동로,33.4005,126.72963,y,5,,6200,,2,4,11,0,0,y,y,y,y,y,2019-08-06,y,y,y,y,y,y,y,y,y,y,y,y,2019-08-06,2019-08-06,2019-08-06,anonymous,2016-05-30,anonymous,2022-03-22,0,12426,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,13,y,,y,,y,,y,,2019-08-06,,2019-08-06,,y,
CNTS_000000000020343,관광지,모슬포항,국문,모슬포항,,제주특별자치도 서귀포시 대정읍 하모리 1089-35,제주특별자치도 서귀포시 대정읍 신영로36번길 48,33.218925,126.24864,y,5,,21096,,1,22,116,0,0,y,y,y,y,y,2019-08-06,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-11-18,anonymous,2022-03-22,4,42305,,63506,n,2016-11-18,2016-11-18,2016-11-18,2016-11-18,y,n,n,n,36,,,,,,,,,,,,,,
CNTS_000000000020358,음식점,성산올레회국수,국문,성산올레회국수,,제주특별자치도 서귀포시 성산읍 성산리 171-8,,33.462482,126.93215,y,5,,972,,0,1,6,0,0,y,y,n,m,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-11-18,anonymous,2022-03-22,0,1944,,,n,2016-11-18,2016-11-18,2016-11-18,2016-11-18,n,n,n,n,2,y,,m,,y,,y,,,,2019-02-25,,n,
CONT_000000000500375,관광지,송계순집터,국문,송계순집터,,제주특별자치도 서귀포시 대정읍 안성리 1681-1,제주특별자치도 서귀포시 대정읍 안성리 1681-1,33.25089,126.27759,y,,,2284,,0,0,4,0,0,y,y,y,y,y,2019-08-06,y,y,y,y,y,y,y,y,y,y,y,y,2019-08-06,2019-08-06,2019-08-06,anonymous,2016-05-30,anonymous,2022-03-21,0,4568,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-08-06,,2019-08-06,,y,
CONT_000000000500504,관광지,이상한 나라의 앨리스,국문,이상한 나라의 앨리스,,제주특별자치도 서귀포시 안덕면 서광리 717-3,제주특별자치도 서귀포시 안덕면 중산간서로 1881,33.2889437,126.3218702,y,,,20374,,4,0,88,0,0,y,y,y,y,y,2020-01-02,y,y,y,y,y,y,y,y,y,y,y,y,2020-01-02,2020-01-02,2020-01-02,anonymous,2016-05-30,anonymous,2022-03-21,6,40760,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2020-01-02,,2019-08-06,,y,
CNTS_000000000019768,관광지,김녕해수욕장야영장,국문,김녕해수욕장야영장,,제주특별자치도 제주시 구좌읍 김녕리 497-4,제주특별자치도 제주시 구좌읍 해맞이해안로 7-6,33.55699,126.7602,y,5,,6441,,1,1,14,0,1,y,y,y,y,y,2019-09-25,y,y,y,y,y,y,y,y,y,y,y,y,2019-08-06,2019-08-06,2019-08-06,anonymous,2016-10-27,anonymous,2022-03-22,3,12890,,,n,2016-10-27,2018-07-24,2018-07-24,2018-07-24,y,y,y,y,,y,,y,,y,,y,,2019-08-06,,2019-08-06,,y,
CNTS_000000000019997,관광지,이호테우말등대,국문,이호테우말등대,,제주특별자치도 제주시 이호일동 374,제주특별자치도 제주시 서해안로 58,33.5021596,126.4564505,y,5,,67707,,47,83,951,0,11,y,y,y,y,y,2019-09-06,y,y,y,y,y,y,y,y,y,y,y,y,2019-09-06,2019-09-06,2019-09-06,anonymous,2016-10-31,anonymous,2022-03-22,42,135970,,63108,n,2016-10-31,2016-10-31,2016-10-31,2016-10-31,y,y,y,y,113,y,y,y,y,y,y,y,y,2019-09-06,2019-09-06,2019-09-06,2019-09-06,y,y
CNTS_200000000012888,음식점,더비치하우스,국문,,,제주특별자치도 서귀포시 성산읍 고성리 559-1 1층,제주특별자치도 서귀포시 성산읍 신양로122번길 17 (고성리) 1층,,,y,0,,0,,0,0,0,0,0,,,,u,y,,,,,m,m,m,,,,,,,,,,anonymous,2022-02-19,anonymous,2022-02-19,0,,,63641,n,,,,,n,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_000000000022788,테마여행,"제주 마을 구석구석을 말하다 <제주 마을여행 활동가, 삼춘마을 만들기 프로젝트>",국문,"제주 마을 구석구석을 말하다 <제주 마을여행 활동가, 삼춘마을 만들기 프로젝트>",,,,0,0,y,,,2095,,4,0,0,0,0,y,y,y,y,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2018-01-19,anonymous,2022-03-20,0,4202,,,n,2018-01-19,2018-01-19,2018-01-19,2018-01-19,n,n,n,n,,,,,,,,,,,,,,,
CONT_000000000500620,관광지,체오름,국문,체오름,,제주특별자치도 제주시 구좌읍 중산간동로,,33.464676,126.75125,y,4,,768,,0,2,0,0,0,y,y,n,m,y,,y,y,y,m,m,m,n,n,n,y,y,y,,,,anonymous,2016-05-30,anonymous,2022-03-22,0,1546,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,n,n,n,2,y,,m,,n,,y,,,,2019-02-25,,n,
CNTS_000000000020361,음식점,명품한라봉아이스크림,국문,명품한라봉아이스크림,,제주특별자치도 서귀포시 성산읍 신풍리 73-1,제주특별자치도 서귀포시 성산읍 일주동로 5335,33.3628276,126.8657009,y,5,,3992,,0,2,21,0,0,y,y,y,y,y,,y,y,y,y,y,y,y,y,y,y,y,y,,,,anonymous,2016-11-18,anonymous,2022-03-22,0,7994,9445448,,n,2016-11-18,2016-11-18,2016-11-18,2016-11-18,y,n,n,n,2,y,,y,,y,,y,,,,2019-02-25,,n,
CONT_000000000500268,관광지,비양봉,국문,비양봉,,제주특별자치도 제주시 한림읍 협재리 산 100-1,제주특별자치도 제주시 한림읍 협재리 산 100-1,33.40889812,126.2261906,y,5,,3800,,0,1,9,0,0,y,y,n,y,y,2019-08-07,y,y,y,y,y,y,n,n,n,y,y,y,2019-08-07,2019-08-07,2019-08-07,anonymous,2016-05-30,anonymous,2022-03-22,3,7605,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,1,y,,y,,n,,y,,2019-08-07,,2019-08-07,,y,
CNTS_000000000018686,숙박,하늘조각,국문,하늘조각,,제주특별자치도 서귀포시 안덕면 사계리 2880-1,제주특별자치도 서귀포시 안덕면 사계북로 75,33.235546,126.2959547,y,,,1292,,0,0,0,0,0,y,y,y,y,y,2019-06-26,y,y,y,y,y,y,y,y,y,y,y,y,,,,anonymous,2016-10-12,anonymous,2022-03-17,0,2584,,,n,2016-10-12,2016-10-12,2016-10-12,2016-10-12,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000018680,숙박,제주파도소리,국문,제주파도소리,,제주특별자치도 제주시 구좌읍 하도리 43-1,제주특별자치도 제주시 구좌읍 해맞이해안로 1950,33.5150151,126.9004638,y,,,1413,,0,0,1,0,0,y,y,y,y,y,2019-07-19,y,y,y,y,y,y,y,y,y,y,y,y,2019-07-19,2019-07-19,2019-07-19,anonymous,2016-10-12,anonymous,2022-03-22,0,2826,7103170,63363,n,2016-10-12,2016-10-12,2016-10-12,2016-10-12,y,y,y,y,,y,,y,,y,,y,,2019-07-19,,2019-07-19,,y,
CNTS_000000000018380,음식점,만원의행복,국문,만원의행복,,제주특별자치도 제주시 연동 310-42,제주특별자치도 제주시 신대로7길 9,33.491978,126.49785,y,5,https://www.facebook.com/manwonv/,3580,,0,2,8,0,0,y,y,y,y,y,2019-11-08,y,y,y,y,y,y,y,y,y,y,y,y,2019-11-08,2019-11-08,2019-11-08,anonymous,2016-10-06,anonymous,2022-03-22,2,7170,,63119,n,2016-10-06,2016-10-06,2016-10-06,2016-10-06,y,y,y,y,1,y,,y,,y,,y,,2019-11-08,,2019-11-08,,y,
CNTS_000000000018381,음식점,그리다시카고피자&파스타,국문,그리다시카고피자&파스타,,제주특별자치도 제주시 이도2동 1778-18,제주특별자치도 제주시 서광로32길 14,33.49941,126.5283,y,5,,1512,,0,1,3,0,0,y,y,n,y,y,,y,y,y,y,y,y,y,y,y,y,y,y,,,,anonymous,2016-10-06,anonymous,2022-03-22,1,3029,,63207,n,2016-10-06,2016-10-06,2016-10-06,2016-10-06,n,n,n,n,1,y,,y,,y,,y,,,,2019-02-25,,n,
CONT_000000000500436,관광지,에버리스 골프리조트,국문,에버리스 골프리조트,,제주특별자치도 제주시 애월읍 평화로 1693-75,제주특별자치도 제주시 애월읍 평화로 1693-75,33.37819,126.36217,y,,m.everis.co.kr,2669,,0,0,3,0,0,y,y,y,y,y,2019-08-21,y,y,y,y,y,y,y,y,y,y,y,y,2019-08-21,2019-08-21,2019-08-21,anonymous,2016-05-30,anonymous,2022-03-21,1,5338,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-08-21,,2019-08-21,,y,
CONT_000000000500038,관광지,거친오름,국문,거친오름,,제주특별자치도 제주시 명림로 520 (봉개동),제주특별자치도 제주시 명림로 520 (봉개동),33.445274,126.61945,y,,,3183,,1,0,5,0,0,y,y,y,y,y,2019-08-07,y,y,y,y,y,y,y,y,y,y,y,y,2019-08-07,2019-08-07,2019-08-07,anonymous,2016-05-30,anonymous,2022-03-21,2,6369,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-08-07,,2019-08-07,,y,
CNTS_200000000008917,쇼핑,솝쿡(Soap Cook),국문,솝쿡(Soap Cook),,제주특별자치도 제주시 애월읍 유수암리 2210-1 A동 1층,제주특별자치도 제주시 애월읍 유수암북길 19-39(유수암리) A동 1층,33.409441,126.4118394,y,0,,528,,0,0,2,0,0,y,y,n,y,y,2019-08-06,,,,m,m,m,,,,,,,,,,anonymous,2019-07-10,anonymous,2022-02-14,4,1056,,-,n,,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000008992,테마여행,로컬투어 마을참견 6 <해남 겸 서퍼 이훈탁 삼촌과 걷는 요망진 마을 사계리>,국문,로컬투어 마을참견 6 <해남 겸 서퍼 이훈탁 삼촌과 걷는 요망진 마을 사계리>,,,,,,y,0,,3396,,0,0,1,0,0,y,y,y,y,y,2019-08-01,,,,m,m,m,,,,,,,,,,nagenta,2019-07-29,nagenta,2022-03-22,2,6792,,,n,2019-07-29,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_000000000022732,음식점,곱을락(음식점),국문,곱을락(음식점),,제주특별자치도 제주시 한경면 저지리 3218-1,제주특별자치도 제주시 한경면 명이 2길 31,33.31718,126.26564,y,5,,1831,,0,1,12,0,0,y,y,n,y,y,2018-12-26,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2017-11-27,anonymous,2022-03-22,0,3667,,,n,2017-11-27,2017-11-27,2017-11-27,2017-11-27,n,n,n,n,1,,,,,,,,,,,,,,
CONT_000000000500249,관광지,본지오름,국문,본지오름,,제주특별자치도 서귀포시 성산읍 삼달리 2104-1,제주특별자치도 서귀포시 성산읍 삼달리 2104-1,33.38728,126.8217,y,,,1144,,1,0,0,0,0,y,y,n,y,y,2019-05-09,y,y,y,y,y,y,n,n,n,y,y,y,2019-05-09,2019-05-09,2019-05-09,anonymous,2016-05-30,anonymous,2022-02-14,0,2291,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,n,,y,,2019-05-09,,2019-05-09,,y,
CNTS_000000000018605,음식점,우도향,국문,우도향,,제주특별자치도 제주시 우도면 연평리 683,제주특별자치도 제주시 우도면 우도해안길 848,33.512173,126.96039,y,,,1554,,0,0,1,0,0,y,y,y,y,y,2018-06-12,y,y,y,y,y,y,y,y,y,y,y,y,,,,anonymous,2016-10-11,anonymous,2022-03-20,0,3108,,,n,2016-10-11,2016-10-11,2016-10-11,2016-10-11,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000020357,음식점,단수이카스테라,국문,단수이카스테라,,제주특별자치도 서귀포시 성산읍 고성리 315-4,제주특별자치도 서귀포시 성산읍 동류암로 42,33.44882,126.91614,y,3,,790,,0,2,4,0,0,y,y,n,m,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-11-18,anonymous,2022-03-22,0,1580,,63640,n,2016-11-18,2016-11-18,2016-11-18,2016-11-18,n,n,n,n,3,,,,,,,,,,,,,,
CONT_000000000500033,관광지,거린오름 (북오름),국문,거린오름 (북오름),,제주특별자치도 서귀포시 안덕면 동광리 산 94,제주특별자치도 서귀포시 안덕면 동광리 산 94,33.302387,126.33193,y,,,2593,,0,0,2,0,0,y,y,y,y,y,2019-08-21,y,y,y,y,y,y,y,y,y,y,y,y,2019-08-21,2019-08-21,2019-08-21,anonymous,2016-05-30,anonymous,2022-03-21,2,5186,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-08-21,,2019-08-21,,y,
CONT_000000000500197,관광지,"무악(개오름,오름,무오름)",국문,"무악(개오름,오름,무오름)",,제주특별자치도 서귀포시 안덕면 동광리 산 12,제주특별자치도 서귀포시 안덕면 동광리 산 12,33.307552,126.36872,y,,,1153,,0,0,0,0,0,y,y,n,y,y,2019-08-21,y,y,y,y,y,y,n,n,n,y,y,y,2019-08-21,2019-08-21,2019-08-21,anonymous,2016-05-30,anonymous,2022-02-14,0,2306,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,n,,y,,2019-08-21,,2019-08-21,,y,
CNTS_000000000018242,숙박,노블렛휴양펜션,국문,노블렛휴양펜션,,제주특별자치도 서귀포시 남원읍 수망리 974-1,제주특별자치도 서귀포시 남원읍 남조로 861-83,33.3431179,126.6958256,y,,,1531,,0,0,0,0,0,y,y,y,y,y,2019-07-22,y,y,y,y,y,y,y,y,y,y,y,y,2019-07-22,2019-07-22,2019-07-22,anonymous,2016-10-04,anonymous,2022-03-20,0,3062,8803447,,n,2016-10-04,2016-10-04,2016-10-04,2016-10-04,y,y,y,y,,y,,y,,y,,y,,2019-07-22,,2019-07-22,,y,
